subject,frame,kernel,shots,accuracy,gram_var
16,sensor,HS-overlap,1000,0.4962962962962963,0.004453849985677079
16,sensor,HS-RBF,1000,0.5555555555555556,0.004453849985677079
16,sensor,HS-overlap,10000,0.5407407407407409,0.004453849985677079
16,sensor,HS-RBF,10000,0.5185185185185185,0.004453849985677079
16,sensor,HS-overlap,100000,0.5037037037037037,0.004453849985677079
16,sensor,HS-RBF,100000,0.49629629629629624,0.004453849985677079
16,sensor,HS-overlap,1000000,0.562962962962963,0.004453849985677079
16,sensor,HS-RBF,1000000,0.5333333333333333,0.004453849985677079
16,sensor,HS-overlap,-1,0.562962962962963,0.004453849985677079
16,sensor,HS-RBF,-1,0.5555555555555556,0.004453849985677079
16,reference,HS-overlap,100,0.4148148148148148,9.245172310116073e-06
16,reference,HS-RBF,100,0.42962962962962964,9.245172310116073e-06
16,reference,HS-overlap,1000,0.5111111111111112,9.245172310116073e-06
