kernel,n_channels,n_qubits,mean,std,variance,min,max,shots_for_1sigma,subject
HS-overlap,64,6,0.8906595820832174,0.0905696019177658,0.008202852791542564,0.6155676234444322,0.9953799519908452,121.90880726654463,57
Fidelity,64,6,0.8739855486007344,0.09170985722598435,0.008410697912410434,0.6558708037099652,0.9907224832784876,118.89619748730324,57
HS-RBF,64,6,0.3935057801018,0.2747435376752551,0.07548401149431432,0.0028802500661965244,0.931553555996123,13.247838584669324,57
Bures-RBF,64,6,0.37722834939069194,0.2714282539745112,0.07367329705565175,0.018951737309992427,0.9075760151849117,13.573438952306077,57
HS-overlap,4,2,0.9957763884352202,0.0038404850615953484,1.4749325508337026e-05,0.9732733596856441,0.9999307356230289,67799.7105314919,58
Fidelity,4,2,0.9943245121861595,0.0059668925564160214,3.5603806779812923e-05,0.954977026554839,0.9999560557168061,28086.884253258897,58
HS-RBF,4,2,0.4076935588201047,0.29206474392911375,0.08530181464637879,3.852611396174333e-05,0.9863119941799802,11.72308003230095,58
Bures-RBF,4,2,0.406614634352423,0.2997955026568278,0.08987734341326006,5.321117494799676e-06,0.988350332338257,11.12627456512544,58
HS-overlap,8,3,0.9885479425833658,0.010003862502708991,0.00010007726497310701,0.9387172752383297,0.9996919720511982,9992.279467956307,58
Fidelity,8,3,0.9862288970910315,0.010820896402187533,0.00011709179894687511,0.9497893327007043,0.9997016579360438,8540.30776701708,58
HS-RBF,8,3,0.3853414501577997,0.26612326612771436,0.07082159277448227,0.002599920473550612,0.9665822286635962,14.119987433554446,58
Bures-RBF,8,3,0.3920843454175034,0.2678020961080842,0.07171796267988358,0.007859074257317694,0.9719698188609229,13.943508190040841,58
HS-overlap,16,4,0.9911572277453568,0.0064904318234735945,4.212570525515877e-05,0.9566198615249857,0.9995106894487372,23738.4749749095,58
Fidelity,16,4,0.9864479066884069,0.0095183645990848,9.059926464111075e-05,0.9552930481874881,0.999357665920799,11037.617181124839,58
HS-RBF,16,4,0.3917552234484821,0.2415432699181214,0.05834315124273845,0.0064859981083866935,0.9289964992009425,17.13997236521335,58
Bures-RBF,16,4,0.3773538277335523,0.24016882585373478,0.05768106491196159,0.014145028820906564,0.941292658079598,17.336711822611054,58
HS-overlap,32,5,0.9839620481526621,0.008618250744689436,7.427424589834001e-05,0.9491149539376073,0.9987596451817531,13463.61700351305,58
Fidelity,32,5,0.9714083539314108,0.018425099429012153,0.00033948428896898397,0.9161165693339526,0.9978790013747371,2945.6444156429347,58
HS-RBF,32,5,0.3638684286707847,0.20620418289172532,0.0425201650420441,0.008196531288706756,0.8954457365107455,23.51825302209425,58
Bures-RBF,32,5,0.3399634753464075,0.20387485816226422,0.04156495779068335,0.016968797347040526,0.904008744620138,24.05872766756777,58
HS-overlap,64,6,0.9433931847137088,0.038015009014578854,0.0014451409103785114,0.8198527828763872,0.9978436261742777,691.9740440661111,58
Fidelity,64,6,0.9150277928986161,0.06677347234300005,0.004458696608741392,0.7478462403514432,0.9951050795179357,224.28079049816344,58
HS-RBF,64,6,0.32268031863778157,0.2302925758698774,0.05303467050078324,0.00033041677032890623,0.9159450579293226,18.855589948187415,58
Bures-RBF,64,6,0.30389714322763917,0.21299742855230439,0.045367904569894014,0.0035632078138419787,0.9028882904325984,22.04201427155171,58
HS-overlap,4,2,0.9945244707361502,0.004318609752463773,1.8650390194075207e-05,0.9770880879605252,0.9999149940506447,53618.18115299682,59
Fidelity,4,2,0.9892350321386134,0.00945655102882013,8.942635736067909e-05,0.9475606579171296,0.9998515923274239,11182.385479112689,59
HS-RBF,4,2,0.3872362665304994,0.2653195519262685,0.07039446463435588,0.0023235313880297748,0.9682477372810214,14.205662408176792,59
Bures-RBF,4,2,0.39962322398532074,0.2708405869344648,0.07335462353100537,0.0013345858322404967,0.9816852969435038,13.632405864332767,59
HS-overlap,8,3,0.9927206568076845,0.005317983664397236,2.8280950254795858e-05,0.9701702334388943,0.9995592036639,35359.49078763437,59
Fidelity,8,3,0.9837990856930745,0.01113668373706566,0.00012402572465942277,0.9394873638924068,0.9991111543346758,8062.843436279215,59
HS-RBF,8,3,0.37705470785387485,0.24003153567711075,0.057615138119512084,0.002414140377484183,0.9403278802574483,17.356549556918228,59
Bures-RBF,8,3,0.38087660365847786,0.2272754002748537,0.05165410757009497,0.00947893357657124,0.9348276183569129,19.359544614007575,59
HS-overlap,16,4,0.9914393892897688,0.005656377056430482,3.1994601404513164e-05,0.9693122632109478,0.9991395006064975,31255.272955484917,59
Fidelity,16,4,0.981447887502263,0.011299082600031443,0.00012766926760233332,0.9403032789029304,0.998456506507563,7832.738597003777,59
HS-RBF,16,4,0.37537893533894906,0.22332097160438977,0.04987225635832866,0.006176300889324949,0.9076583355863249,20.05122833855902,59
Bures-RBF,16,4,0.3749241152680938,0.20318557303418858,0.041284377089231585,0.021107742080733908,0.9063949803519022,24.222237817434216,59
HS-overlap,32,5,0.983434653427588,0.00903988983008181,8.171960814001652e-05,0.9436963800386803,0.9979596679279709,12236.965188166625,59
Fidelity,32,5,0.9719191082298346,0.01250907713724764,0.00015647701082561165,0.9272445737887882,0.9941740913042273,6390.715126290764,59
HS-RBF,32,5,0.37477609263493045,0.18341385116251657,0.03364064079826578,0.0125795315798658,0.8604500754918677,29.725949811620453,59
Bures-RBF,32,5,0.37338389811932726,0.15584759248384616,0.024288472083010985,0.057633339905594064,0.7988357744323145,41.171795269059686,59
HS-overlap,64,6,0.9719727126269783,0.015500784777835407,0.00024027432872877387,0.8941603551082861,0.9945357646396525,4161.90945279393,59
Fidelity,64,6,0.9614677256203182,0.014529582630347369,0.00021110877141209197,0.909510894201989,0.9889001441917877,4736.894603246797,59
HS-RBF,64,6,0.36690312999148894,0.1729070697595469,0.029896854772832816,0.013162922768335746,0.8073607352046713,33.448334535467495,59
Bures-RBF,64,6,0.3719367026328009,0.1326185609440691,0.017587682706875767,0.07989147133376309,0.7381180975208282,56.85797365499764,59
HS-overlap,4,2,0.9780632888551872,0.017467838574408596,0.000305125384461597,0.8907896735920247,0.9996605575508335,3277.3412207723404,60
Fidelity,4,2,0.9726193365929994,0.01876244004086661,0.0003520291562871147,0.8905517886097492,0.9994444585513099,2840.673796872668,60
HS-RBF,4,2,0.39709228319881396,0.24725618990702838,0.06113562344734049,0.0032952197123104873,0.9816578357096927,16.35707536149289,60
Bures-RBF,4,2,0.40360199163823957,0.23756628078870531,0.05643773776777798,0.009348005073819079,0.9772109138896716,17.71864074557096,60
HS-overlap,8,3,0.9772206975398299,0.01595329220562771,0.0002545075321981419,0.9077146811380372,0.9980360953193794,3929.1567969055995,60
Fidelity,8,3,0.9714331204919786,0.016488238611441254,0.0002718620125078222,0.8941537856768139,0.9967040958050511,3678.336633998203,60
HS-RBF,8,3,0.3848169042654963,0.2230306459713016,0.049742669042376064,0.005908057588322049,0.90845084142841,20.10346487736905,60
Bures-RBF,8,3,0.39172049846329454,0.20071926925979566,0.04028822505218635,0.015331889334941977,0.8810355569056063,24.82114808246516,60
HS-overlap,16,4,0.97766962675211,0.0155055683786344,0.00024042265074450706,0.906687344586214,0.9977963687400829,4159.341879408369,60
Fidelity,16,4,0.9716567847445066,0.015744613007614462,0.00024789283875954255,0.8884679476369273,0.9953226731765622,4034.001163583453,60
HS-RBF,16,4,0.3796351738964415,0.2250976097370255,0.050668933909322235,0.002375733161449389,0.8892482945384569,19.73595895642116,60
Bures-RBF,16,4,0.38081237224290065,0.1910823820955519,0.036512476747310486,0.010737892280690747,0.8311876429652918,27.38789830447917,60
HS-overlap,32,5,0.9530501356214776,0.026176823764212466,0.0006852261023826384,0.8061810856166238,0.9914048066107498,1459.3723101365279,60
Fidelity,32,5,0.949420241112125,0.021841651469544636,0.00047705773891706135,0.8352794431443655,0.9866684579162279,2096.182324324173,60
HS-RBF,32,5,0.36451748279013246,0.19414369962390637,0.037691776103657586,0.0013802723927341342,0.8119239166930492,26.530986421278264,60
Bures-RBF,32,5,0.3672228146310985,0.1419633948487974,0.020153605476995552,0.025197717151437243,0.7512206567569156,49.61891315881199,60
HS-overlap,64,6,0.908877966409672,0.0402408598501281,0.0016193268014776513,0.6884983242334545,0.9753186245834321,617.5405724696772,60
Fidelity,64,6,0.9240795603057672,0.0270507958746645,0.0007317455574527659,0.7983639527538657,0.9693594958760952,1366.595245868028,60
HS-RBF,64,6,0.36153566887388333,0.16439853386355277,0.02702687793648571,0.004050238539209393,0.7540391012185927,37.000204106076986,60
Bures-RBF,64,6,0.35766472789063586,0.11349974141710066,0.012882191301748714,0.04956755617488784,0.6468737870955698,77.62654478390283,60
HS-overlap,4,2,0.9966481317815618,0.002548044075314947,6.492528609747604e-06,0.9856810598922956,0.99997814605962,154023.19498425358,61
Fidelity,4,2,0.9913506161224173,0.006951903089741949,4.832895656916365e-05,0.939323832595661,0.9997510880632893,20691.52886776892,61
HS-RBF,4,2,0.3878937862925716,0.24091291732771883,0.05803903373535229,0.0013512948734966217,0.9791024081213787,17.229783744502413,61
Bures-RBF,4,2,0.3870806728070475,0.2406033470538889,0.0578899706135341,0.00011754653248244239,0.9641091334075177,17.274149380310966,61
HS-overlap,8,3,0.9935970234452787,0.005309570686087689,2.8191540870561692e-05,0.9537661811023316,0.99971345552196,35471.633302748094,61
Fidelity,8,3,0.985005041168702,0.010495544226957641,0.00011015644862002385,0.9186836922057483,0.9988248286030201,9077.997816082676,61
HS-RBF,8,3,0.3786242500843144,0.23106227262175932,0.05338977382913223,0.00036635574610735836,0.9512481341954719,18.730178614361318,61
Bures-RBF,8,3,0.3828222521525851,0.22242546122380208,0.04947308580062108,0.0012266417276557862,0.9094690190825543,20.213010444305983,61
HS-overlap,16,4,0.9918260652163501,0.005989318058191176,3.587193080217492e-05,0.9517137833199568,0.9996445024965401,27876.949404110965,61
Fidelity,16,4,0.980366137285236,0.01313555754574734,0.00017254287203763988,0.905021387928126,0.9982432365032385,5795.661033055321,61
HS-RBF,16,4,0.3744356411300836,0.22603184596406628,0.05109039538992338,0.001967964602653973,0.9538451076137736,19.57315053774728,61
Bures-RBF,16,4,0.383439290711655,0.21506666799739252,0.04625367168350066,0.002809389339720009,0.8993665565700014,21.61990526595782,61
HS-overlap,32,5,0.9800933747778239,0.013506273521063443,0.0001824194244257795,0.9081546876066771,0.9978713328879084,5481.872356235108,61
Fidelity,32,5,0.965973422190597,0.018013036012899025,0.00032446946640199724,0.875869971879332,0.9923225183797619,3081.954092903962,61
HS-RBF,32,5,0.3737798226028254,0.21459362590568024,0.04605042427934704,0.0059036082653823345,0.8790529752131547,21.71532652845689,61
Bures-RBF,32,5,0.3693678019733084,0.1764153761883943,0.031122384955692684,0.013805065991753442,0.7734539153683494,32.13121364007443,61
HS-overlap,64,6,0.9612262761213294,0.022998543382237894,0.0005289329977046784,0.8467636341547808,0.994532756853813,1890.59862844544,61
Fidelity,64,6,0.9488501409957462,0.022391848532169804,0.000501394880687635,0.8442649558157311,0.9842536803452926,1994.4359994831939,61
HS-RBF,64,6,0.3745405639140081,0.19703043368054768,0.0388209917963447,0.010270274076416614,0.8482366668305976,25.75925945545157,61
Bures-RBF,64,6,0.37023050202201135,0.14968351827230855,0.022405155642376526,0.032625482473094,0.7165278595028715,44.632584390916975,61
HS-overlap,4,2,0.9802178327166023,0.02313138763064925,0.0005350610937193531,0.8008936469502689,0.9999501735821704,1868.94545639402,62
Fidelity,4,2,0.9885124300230301,0.014166518576978917,0.00020069024859188878,0.8776772987760907,0.9999762010677292,4982.803135759415,62
HS-RBF,4,2,0.41019599031276216,0.31864001534907416,0.10153145938165822,5.472042172207156e-09,0.9965425838764991,9.849164053093983,62
Bures-RBF,4,2,0.4072259976751847,0.3176675316642135,0.1009126606736341,3.469304857468481e-09,0.9963365135742621,9.90955934889223,62
HS-overlap,8,3,0.9798349719936064,0.019292786378600883,0.0003722116062503278,0.8492708808141349,0.9992384247301427,2686.643788661062,62
Fidelity,8,3,0.9886913544283309,0.011266053209639358,0.0001269239549224253,0.9113394712980598,0.9996695617302326,7878.733377093319,62
HS-RBF,8,3,0.39316664086140507,0.28944958201934406,0.083781060531173,4.2480485934000064e-06,0.9614194818402061,11.935871826639424,62
Bures-RBF,8,3,0.3939869011891229,0.2829324780012239,0.08005078710791304,6.409085208269957e-06,0.9573754831064519,12.492069548947006,62
HS-overlap,16,4,0.9802658304069775,0.016266731434539678,0.0002646065515634413,0.8780954775492235,0.999030955154708,3779.195919720993,62
Fidelity,16,4,0.9865584799996718,0.011416587692005055,0.0001303384745292413,0.9093161043967335,0.9996063330581454,7672.331624348196,62
HS-RBF,16,4,0.3848996723213621,0.26971817659355884,0.07274789478495419,1.7712185884387597e-05,0.9586150767184463,13.746102247440172,62
Bures-RBF,16,4,0.3861607562387029,0.25313146789207086,0.0640755400371945,0.00010045732493910609,0.9617127976203688,15.606579350240686,62
HS-overlap,32,5,0.9635602990206632,0.025826329217910553,0.0006669992808719002,0.8139789478452073,0.9967209089467052,1499.2519912357354,62
Fidelity,32,5,0.9767320265646563,0.016865222099532916,0.00028443571646657344,0.8718205224685617,0.9976483305852153,3515.7328777925077,62
HS-RBF,32,5,0.37309192056512597,0.21531891217836135,0.046362233941672895,0.0001302396462478225,0.8955092530757028,21.56927988539279,62
Bures-RBF,32,5,0.3743611863427562,0.19110033100678922,0.03651933651090441,0.0010359847666961096,0.8851672162034007,27.382753783092618,62
HS-overlap,64,6,0.9388528366729048,0.04219057197408084,0.0017800443635000956,0.6959517336426291,0.9912810093425053,561.7837512957841,62
Fidelity,64,6,0.967082606245824,0.02269563431882041,0.0005150918171336188,0.8404407560830458,0.9952841575142469,1941.401448706362,62
HS-RBF,64,6,0.3823707258047434,0.1930167848156275,0.03725547922056226,0.0002479757490810777,0.8822767358318772,26.841689354731862,62
Bures-RBF,64,6,0.3668562327872835,0.1718258838343866,0.029524134355468117,0.0023813814590875593,0.8425780985492874,33.87059508536587,62
HS-overlap,4,2,0.9891344742906143,0.028503043977762068,0.0008124235159982385,0.8245998840072603,0.9999197297886417,1230.8850990991848,63
Fidelity,4,2,0.9927642124225564,0.018317733038746703,0.00033553934367879255,0.8896862414951611,0.9999409308618082,2980.2764380360923,63
HS-RBF,4,2,0.3823620153515465,0.2713470648644338,0.07362922961054322,1.048151859054043e-21,0.9758905846626067,13.581562720259763,63
Bures-RBF,4,2,0.38032134479824936,0.2721693518614241,0.07407615609266767,1.362898601190568e-21,0.9753134366782168,13.499620562776254,63
HS-overlap,8,3,0.9916115943952297,0.016055572217088976,0.00025778139921815946,0.9016217488427816,0.9997733483195073,3879.2558463603636,63
Fidelity,8,3,0.9932955614711305,0.013568972914685238,0.00018411702595946158,0.915762316761353,0.9998483104060407,5431.3282261042905,63
HS-RBF,8,3,0.3767017707157149,0.2590575426392468,0.06711081039828518,6.624787311329305e-11,0.9478121950734084,14.900729019144018,63
Bures-RBF,8,3,0.3766296365061745,0.2572085854209095,0.0661562564142253,9.723208481999582e-14,0.9485756117011757,15.11572834077374,63
HS-overlap,16,4,0.9851871160157729,0.011911338309058866,0.0001418799803128533,0.9228346244003786,0.998975466539932,7048.210732725956,63
Fidelity,16,4,0.9880554287365706,0.010742062302834133,0.00011539190251797014,0.9265506490201486,0.9991946444085499,8666.119356549032,63
HS-RBF,16,4,0.3808129409216899,0.23693634976274072,0.0561388338388918,0.000583484413993455,0.9360234799057601,17.8129813467415,63
Bures-RBF,16,4,0.3793302255338371,0.22603513580723042,0.051091882619393104,0.00023524747863128232,0.914010551359401,19.572580784494853,63
HS-overlap,32,5,0.9720345217146453,0.015864900549260746,0.00025169506943793394,0.893466498540766,0.9964794767497582,3973.061539239219,63
Fidelity,32,5,0.9750281849423766,0.013133831240391297,0.00017249752305107841,0.9092488198664659,0.9956046404385933,5797.184691770264,63
HS-RBF,32,5,0.37416039689050495,0.1877341585278336,0.03524411427815376,0.013075965675479752,0.8569303961980874,28.373531878480346,63
Bures-RBF,32,5,0.3845193765436478,0.17805822653689335,0.031704732037463636,0.017629837397797606,0.8259275373059177,31.541033017353946,63
HS-overlap,64,6,0.9439427396968545,0.02906659658213277,0.0008448670368684523,0.8223514867445543,0.9874849387416531,1183.618198322137,63
Fidelity,64,6,0.9539356704214162,0.018974452046773227,0.00036002983047529676,0.8759073462869142,0.986157796277063,2777.547623428427,63
HS-RBF,64,6,0.36696211358525394,0.16557707234718266,0.027415766887064163,0.028348365915561564,0.7745916100478906,36.47536120800032,63
Bures-RBF,64,6,0.36451294004769613,0.14230083505110877,0.020249527656242865,0.04854927968622001,0.7205264887565931,49.38386795860412,63
HS-overlap,4,2,0.9996274183171296,0.0009857099434519942,9.716240926201337e-07,0.9954826454472858,1.0000000000000002,1029204.6148252112,64
Fidelity,4,2,0.9998203382765879,0.0004730742307759457,2.2379922782425272e-07,0.9978387074087488,1.0000000000000007,4468290.662670606,64
HS-RBF,4,2,0.9998129892811471,0.0004952847418295128,2.4530697548912707e-07,0.9977285088970977,1.0,4076524.92557972,64
Bures-RBF,4,2,0.999820402276811,0.0004728555825599421,2.2359240195810227e-07,0.9978398747843931,1.0,4472423.889374311,64
HS-overlap,8,3,0.9920002699248671,0.010170120821174062,0.0001034313575172782,0.9448496130016552,1.0000000000000002,9668.247850589702,64
